wave,respondent_id,gender,age_range,household_income,has_kids_under_18,q5a_best_value_importance,q5e_everyday_low_prices,q5e_frequent_promotions,q5e_weekly_ads,q5e_store_coupons,q5e_low_receipt_total,q5e_product_quality,q5e_produce_quality,q5e_meat_quality,q5e_store_brand_quality,q5e_product_selection,q5e_national_brand_selection,q5e_store_brand_selection,q5e_one_stop_shop,q5e_fresh_service_depts,q5e_store_app,q5e_accurate_web_prices,q5e_loyalty_program,q5e_curbside_pickup,q5e_delivery,q5e_quick_easy_shop,q5e_clean_store,q7_store_apps,q7_store_websites,q7_search_engine,q7_price_comparison_sites,q7_multi_store_apps,q7_coupon_apps,q7_ai_assistant,q7_print_ads,q7_digital_ads,q7_word_of_mouth,q7_social_media,q7_own_experience,q7_receipts,q8a_national_brand_sale,q8a_store_brand_sale,q8a_store_brand_regular,q8a_national_brand_regular,newq3_pricing_preference,newq4_price_focus,q14_alcoholic_beverages,q14_nonalcoholic_beverages,q14_condiments,q14_sweet_snacks,q14_savory_snacks,q14_pantry_items,q14_canned_goods,q14_dairy,q14_fresh_produce,q14_fresh_bread,q14_grab_and_go,q14_fresh_meat,q14_seafood,q14_frozen,q14_health_beauty,q14_cleaning_products,q14_paper_products
2021,200920,Male,57-65,"$85,000-$89,999",No kids < 18,5 - Extremely important,5 - Extremely important,5 - Extremely important,5 - Extremely important,5 - Extremely important,5 - Extremely important,2 - Not very important,5 - Extremely important,2 - Not very important,4 - Very important,4 - Very important,4 - Very important,3 - Somewhat important,2 - Not very important,2 - Not very important,1 - Not at all important,1 - Not at all important,4 - Very important,2 - Not very important,3 - Somewhat important,4 - Very important,3 - Somewhat important,No,No,No,No,No,No,No,Yes,No,No,No,,No,Yes,Yes,No,Yes,Regular item prices with many sales and deals offered,The cost of my entire receipt/purchase from that store,The lowest price,Best quality,The lowest price,Best quality,The lowest price,Best quality,The lowest price,The lowest price,The lowest price,The lowest price,Best quality,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price
2025,100416,Female,37-56,"$125,000-$149,999",Have kids < 18,4 - Very important,2 - Not very important,3 - Somewhat important,2 - Not very important,4 - Very important,3 - Somewhat important,4 - Very important,5 - Extremely important,4 - Very important,5 - Extremely important,5 - Extremely important,4 - Very important,5 - Extremely important,4 - Very important,2 - Not very important,1 - Not at all important,2 - Not very important,5 - Extremely important,4 - Very important,4 - Very important,5 - Extremely important,3 - Somewhat important,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Every-day low product prices with fewer sales and deals offered,The prices of key products I buy most,I don't buy this category,Best quality,Best quality,The lowest price,The lowest price,Best quality,Best quality,Best quality,Best quality,The lowest price,I don't buy this category,The lowest price,I don't buy this category,Best quality,The lowest price,I don't buy this category,The lowest price
2021,200864,Male,66+,"$30,000-$34,999",Have kids < 18,5 - Extremely important,3 - Somewhat important,4 - Very important,5 - Extremely important,2 - Not very important,4 - Very important,2 - Not very important,2 - Not very important,4 - Very important,3 - Somewhat important,4 - Very important,5 - Extremely important,4 - Very important,5 - Extremely important,2 - Not very important,2 - Not very important,2 - Not very important,3 - Somewhat important,2 - Not very important,3 - Somewhat important,4 - Very important,3 - Somewhat important,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Every-day low product prices with fewer sales and deals offered,The prices of key products I buy most,I don't buy this category,The lowest price,Best quality,The lowest price,The lowest price,The lowest price,The lowest price,Best quality,Best quality,Best quality,Best quality,I don't buy this category,Best quality,The lowest price,The lowest price,The lowest price,Best quality
2021,200318,Male,37-56,"$55,000-$59,999",Have kids < 18,5 - Extremely important,5 - Extremely important,5 - Extremely important,4 - Very important,3 - Somewhat important,4 - Very important,5 - Extremely important,4 - Very important,5 - Extremely important,,2 - Not very important,5 - Extremely important,4 - Very important,3 - Somewhat important,2 - Not very important,2 - Not very important,3 - Somewhat important,4 - Very important,4 - Very important,4 - Very important,5 - Extremely important,5 - Extremely important,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Regular item prices with many sales and deals offered,The cost of my entire receipt/purchase from that store,The lowest price,The lowest price,Best quality,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price,Best quality,The lowest price,Best quality,The lowest price,Best quality,I don't buy this category,Best quality,Best quality
2025,101826,Male,37-56,"$50,000-$54,999",No kids < 18,3 - Somewhat important,3 - Somewhat important,4 - Very important,3 - Somewhat important,5 - Extremely important,3 - Somewhat important,3 - Somewhat important,4 - Very important,5 - Extremely important,2 - Not very important,4 - Very important,5 - Extremely important,5 - Extremely important,,5 - Extremely important,4 - Very important,4 - Very important,3 - Somewhat important,4 - Very important,4 - Very important,3 - Somewhat important,4 - Very important,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Regular item prices with many sales and deals offered,The prices of key products I buy most,Best quality,The lowest price,Best quality,Best quality,The lowest price,The lowest price,Best quality,Best quality,The lowest price,I don't buy this category,The lowest price,Best quality,The lowest price,Best quality,I don't buy this category,The lowest price,The lowest price
2025,101193,Male,37-56,"$55,000-$59,999",Have kids < 18,3 - Somewhat important,2 - Not very important,1 - Not at all important,3 - Somewhat important,5 - Extremely important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,2 - Not very important,4 - Very important,4 - Very important,4 - Very important,3 - Somewhat important,5 - Extremely important,4 - Very important,5 - Extremely important,4 - Very important,3 - Somewhat important,4 - Very important,5 - Extremely important,5 - Extremely important,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Every-day low product prices with fewer sales and deals offered,The prices of key products I buy most,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price,Best quality,The lowest price,Best quality,The lowest price,The lowest price,Best quality,The lowest price,I don't buy this category,The lowest price,The lowest price,The lowest price,The lowest price
2025,100125,Male,25-36,"$45,000-$49,999",Have kids < 18,4 - Very important,5 - Extremely important,3 - Somewhat important,4 - Very important,3 - Somewhat important,4 - Very important,,4 - Very important,3 - Somewhat important,4 - Very important,4 - Very important,5 - Extremely important,3 - Somewhat important,3 - Somewhat important,2 - Not very important,3 - Somewhat important,5 - Extremely important,3 - Somewhat important,2 - Not very important,4 - Very important,2 - Not very important,3 - Somewhat important,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Yes,Every-day low product prices with fewer sales and deals offered,The cost of my entire receipt/purchase from that store,I don't buy this category,The lowest price,The lowest price,The lowest price,Best quality,The lowest price,The lowest price,I don't buy this category,Best quality,The lowest price,The lowest price,I don't buy this category,I don't buy this category,Best quality,The lowest price,The lowest price,The lowest price
2025,100960,Female,57-65,"$55,000-$59,999",No kids < 18,4 - Very important,3 - Somewhat important,4 - Very important,2 - Not very important,5 - Extremely important,4 - Very important,1 - Not at all important,3 - Somewhat important,1 - Not at all important,2 - Not very important,5 - Extremely important,3 - Somewhat important,5 - Extremely important,3 - Somewhat important,5 - Extremely important,2 - Not very important,4 - Very important,3 - Somewhat important,4 - Very important,2 - Not very important,3 - Somewhat important,3 - Somewhat important,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Every-day low product prices with fewer sales and deals offered,The cost of my entire receipt/purchase from that store,I don't buy this category,The lowest price,The lowest price,Best quality,Best quality,The lowest price,The lowest price,Best quality,I don't buy this category,The lowest price,Best quality,The lowest price,The lowest price,The lowest price,Best quality,Best quality,The lowest price
2021,200462,Female,18-24,"$65,000-$69,999",Have kids < 18,4 - Very important,2 - Not very important,2 - Not very important,2 - Not very important,3 - Somewhat important,3 - Somewhat important,5 - Extremely important,5 - Extremely important,5 - Extremely important,3 - Somewhat important,3 - Somewhat important,4 - Very important,4 - Very important,2 - Not very important,4 - Very important,3 - Somewhat important,3 - Somewhat important,4 - Very important,4 - Very important,2 - Not very important,3 - Somewhat important,3 - Somewhat important,No,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Regular item prices with many sales and deals offered,The prices of key products I buy most,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality
2025,100753,Female,66+,"$15,000-$19,999",No kids < 18,4 - Very important,5 - Extremely important,4 - Very important,,3 - Somewhat important,4 - Very important,4 - Very important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,5 - Extremely important,1 - Not at all important,5 - Extremely important,5 - Extremely important,4 - Very important,1 - Not at all important,3 - Somewhat important,3 - Somewhat important,1 - Not at all important,3 - Somewhat important,4 - Very important,5 - Extremely important,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,,The prices of key products I buy most,I don't buy this category,The lowest price,The lowest price,Best quality,Best quality,Best quality,Best quality,The lowest price,The lowest price,Best quality,Best quality,The lowest price,Best quality,I don't buy this category,Best quality,The lowest price,The lowest price
2025,101039,Female,18-24,"$55,000-$59,999",Have kids < 18,5 - Extremely important,5 - Extremely important,5 - Extremely important,5 - Extremely important,5 - Extremely important,3 - Somewhat important,4 - Very important,5 - Extremely important,4 - Very important,5 - Extremely important,5 - Extremely important,5 - Extremely important,,5 - Extremely important,4 - Very important,4 - Very important,4 - Very important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,4 - Very important,4 - Very important,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Every-day low product prices with fewer sales and deals offered,The cost of my entire receipt/purchase from that store,The lowest price,The lowest price,Best quality,Best quality,Best quality,The lowest price,Best quality,Best quality,The lowest price,Best quality,I don't buy this category,The lowest price,The lowest price,Best quality,The lowest price,Best quality,The lowest price
2025,100533,Male,25-36,"$50,000-$54,999",Have kids < 18,4 - Very important,5 - Extremely important,4 - Very important,3 - Somewhat important,2 - Not very important,3 - Somewhat important,4 - Very important,5 - Extremely important,4 - Very important,5 - Extremely important,4 - Very important,4 - Very important,2 - Not very important,2 - Not very important,3 - Somewhat important,4 - Very important,4 - Very important,4 - Very important,3 - Somewhat important,4 - Very important,3 - Somewhat important,5 - Extremely important,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Regular item prices with many sales and deals offered,The prices of key products I buy most,The lowest price,The lowest price,The lowest price,The lowest price,Best quality,The lowest price,Best quality,The lowest price,The lowest price,The lowest price,I don't buy this category,The lowest price,Best quality,Best quality,Best quality,The lowest price,Best quality
2021,200805,Male,25-36,"$50,000-$54,999",Have kids < 18,5 - Extremely important,5 - Extremely important,5 - Extremely important,4 - Very important,5 - Extremely important,5 - Extremely important,3 - Somewhat important,3 - Somewhat important,2 - Not very important,3 - Somewhat important,3 - Somewhat important,2 - Not very important,4 - Very important,4 - Very important,4 - Very important,4 - Very important,4 - Very important,4 - Very important,5 - Extremely important,5 - Extremely important,4 - Very important,5 - Extremely important,Yes,No,Yes,No,No,No,Yes,Yes,,No,No,No,No,Yes,Yes,No,Yes,Regular item prices with many sales and deals offered,The cost of my entire receipt/purchase from that store,The lowest price,The lowest price,The lowest price,The lowest price,Best quality,The lowest price,Best quality,Best quality,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price,The lowest price,Best quality,The lowest price
2025,100737,Female,37-56,"$250,000 or more",No kids < 18,2 - Not very important,3 - Somewhat important,5 - Extremely important,3 - Somewhat important,3 - Somewhat important,,4 - Very important,4 - Very important,1 - Not at all important,4 - Very important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,,,1 - Not at all important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,2 - Not very important,1 - Not at all important,4 - Very important,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Every-day low product prices with fewer sales and deals offered,The cost of my entire receipt/purchase from that store,I don't buy this category,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,Best quality,I don't buy this category,Best quality,Best quality,I don't buy this category,I don't buy this category,The lowest price,Best quality
